time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/explained_variance,train/value_loss,train/policy_gradient_loss
335000,-17.8129212927146,138.2,,,,,,,,,,,,,,,,
335872,,,164,29,11424,-3.5926720699999994,158.03,,,,,,,,,,,
336000,-11.860909657513549,154.4,,,,,,1.3868992328643799,0.780810546875,1640,0.2,-0.830272032134235,0.0003,1.1924763,0.3638783395290375,0.6906449496746063,11.542409106902777,0.029920555057469756
337000,-23.30815280345123,162.6,,,,,,,,,,,,,,,,
337920,,,165,29,11491,-2.9604038,161.12,,,,,,,,,,,
338000,7.656778527602,171.0,,,,,,1.1280958652496338,0.78662109375,1650,0.2,-0.8125252177938819,0.0003,1.7532663,0.35787421464920044,0.7638495117425919,10.008350885286927,0.03247487490734784
339000,-30.12286147487557,177.0,,,,,,,,,,,,,,,,
339968,,,166,29,11560,-4.130325909999999,160.5,,,,,,,,,,,
340000,-29.31250921290557,123.6,,,,,,2.6799583435058594,0.77822265625,1660,0.2,-0.7785025279968977,0.0003,1.4591174,0.3554454743862152,0.6935998499393463,16.127772142365576,0.016237216113950126
341000,-3.9321136900020064,147.0,,,,,,,,,,,,,,,,
342000,-13.803019255865365,145.0,,,,,,,,,,,,,,,,
342016,,,167,29,11640,-4.331865619999999,159.93,,,,,,,,,,,
343000,13.18693289683506,161.0,,,,,,4.517806053161621,0.76240234375,1670,0.2,-0.7667993262410164,0.0003,1.1553981,0.3534908890724182,0.7270788252353668,17.814533754438163,0.019506291524157858
344000,10.554388717222901,153.0,,,,,,,,,,,,,,,,
344064,,,168,29,11707,-4.832624310000001,160.81,,,,,,,,,,,
345000,-7.7400267181241365,152.8,,,,,,2.3628041744232178,0.778125,1680,0.2,-0.7665918944403529,0.0003,1.4331377,0.3539743721485138,0.7350666224956512,13.260915764048695,0.02590742290194612
346000,-8.938870020241302,150.4,,,,,,,,,,,,,,,,
346112,,,169,29,11775,-4.13443486,161.95,,,,,,,,,,,
347000,-12.147772326422274,150.2,,,,,,0.8311738967895508,0.7810546875,1690,0.2,-0.752976163290441,0.0003,1.4895327,0.349257230758667,0.8200366348028183,11.505618893727661,0.019598774361656978
348000,-0.8077855982985056,144.8,,,,,,,,,,,,,,,,
348160,,,170,29,11842,-5.44713475,163.67,,,,,,,,,,,
349000,-4.758927533921815,170.6,,,,,,2.444887638092041,0.77275390625,1700,0.2,-0.7240889372304082,0.0003,1.5244108,0.34787899255752563,0.7819338589906693,16.266878508776426,0.03596084697055631
350000,-26.6788777757014,154.8,,,,,,,,,,,,,,,,
350208,,,171,29,11910,-5.76447248,163.85,,,,,,,,,,,
351000,-28.721534919942496,169.2,,,,,,1.211111307144165,0.771630859375,1710,0.2,-0.7243433460593224,0.0003,1.5291307,0.34432119131088257,0.842461034655571,11.440454760566354,0.034850680397357794
352000,-16.372494037163413,165.0,,,,,,,,,,,,,,,,
352256,,,172,29,11978,-6.53877814,165.31,,,,,,,,,,,
353000,-6.682674431855412,144.4,,,,,,0.6971225142478943,0.799072265625,1720,0.2,-0.7187809314578771,0.0003,1.8900598,0.3447203040122986,0.819024458527565,8.485353580489754,0.03972276877611876
354000,-11.744151029852947,162.4,,,,,,,,,,,,,,,,
354304,,,173,29,12046,-7.293182930000001,163.85,,,,,,,,,,,
355000,-12.20622289841267,134.8,,,,,,0.404788613319397,0.77255859375,1730,0.2,-0.7101283349096775,0.0003,1.172457,0.34358638525009155,0.8057789355516434,8.831393263861537,0.019274923915509133
356000,-23.311503403079406,129.8,,,,,,,,,,,,,,,,
356352,,,174,29,12112,-6.219553300000001,163.53,,,,,,,,,,,
357000,-14.526108934860531,147.4,,,,,,3.0236968994140625,0.79853515625,1740,0.2,-0.7014536501839757,0.0003,1.6867359,0.3402690291404724,0.670706182718277,9.907039581611752,0.035418874639435674
358000,-4.017548527296458,142.4,,,,,,,,,,,,,,,,
358400,,,175,29,12179,-4.7201929400000004,163.05,,,,,,,,,,,
359000,13.56418325860941,188.8,,,,,,2.682634115219116,0.829150390625,1750,0.2,-0.6786321934312582,0.0003,2.3238502,0.33585312962532043,0.6349235475063324,8.428948238305747,0.057488451662356964
360000,-4.31463758230966,143.0,,,,,,,,,,,,,,,,
360448,,,176,29,12247,-3.3706171100000004,162.57,,,,,,,,,,,
361000,-14.514728909527912,169.6,,,,,,0.2919814884662628,0.779833984375,1760,0.2,-0.6597557578235864,0.0003,1.7145095,0.3306363821029663,0.610564798116684,4.76024689823389,0.015600409643957392
362000,12.984477158021036,147.8,,,,,,,,,,,,,,,,
362496,,,177,29,12315,-1.4584430700000002,163.7,,,,,,,,,,,
363000,-6.848234021117969,149.0,,,,,,1.1243928670883179,0.77626953125,1770,0.2,-0.6130371287465095,0.0003,1.5532646,0.32345497608184814,0.6417331993579865,8.170423927530646,0.006328973505878821
364000,2.0356883808242854,157.6,,,,,,,,,,,,,,,,
364544,,,178,29,12382,-0.9606324399999997,163.6,,,,,,,,,,,
365000,26.429730252234002,178.0,,,,,,1.773375391960144,0.787158203125,1780,0.2,-0.568956458196044,0.0003,1.9472221,0.31620872020721436,0.6729029715061188,7.635653899610043,0.004201743158046156
366000,-2.96237374660559,165.8,,,,,,,,,,,,,,,,
366592,,,179,29,12449,1.5643323,165.11,,,,,,,,,,,
367000,12.722442096705345,171.8,,,,,,0.8683241605758667,0.80146484375,1790,0.2,-0.5314113445580005,0.0003,1.9488965,0.31204527616500854,0.5514210164546967,7.092813764512539,0.037914279385586266
368000,12.651802938826586,178.8,,,,,,,,,,,,,,,,
368640,,,180,29,12519,3.02511641,164.81,,,,,,,,,,,
369000,16.368043316376134,192.8,,,,,,0.7495194673538208,0.790576171875,1800,0.2,-0.5125578071922063,0.0003,1.3012908,0.30944329500198364,0.5926831066608429,6.364219080097973,0.011418345471611246
370000,-5.314455010183883,162.6,,,,,,,,,,,,,,,,
370688,,,181,29,12588,3.5430418399999994,165.01,,,,,,,,,,,
371000,3.893529194783332,160.4,,,,,,0.8691471815109253,0.7830078125,1810,0.2,-0.48357359766960145,0.0003,1.5220737,0.30328649282455444,0.7035335600376129,7.688468220084905,0.007321738313476089
372000,4.295107701260713,187.6,,,,,,,,,,,,,,,,
372736,,,182,29,12656,3.79763126,168.0,,,,,,,,,,,
373000,3.859184529635968,166.4,,,,,,0.9516906142234802,0.788330078125,1820,0.2,-0.4447337705641985,0.0003,1.7536376,0.29872965812683105,0.7526533603668213,8.284046065434813,-0.0026475092250620945
374000,7.946043540365645,164.2,,,,,,,,,,,,,,,,
374784,,,183,29,12724,4.707228990000001,167.81,,,,,,,,,,,
375000,9.937636706795455,166.6,,,,,,0.7020842432975769,0.790185546875,1830,0.2,-0.4197763103991747,0.0003,1.6770312,0.2955382466316223,0.77857905626297,8.345714766718448,0.016989079657651018
376000,12.558303698297095,160.4,,,,,,,,,,,,,,,,
376832,,,184,29,12792,3.500865620000001,170.21,,,,,,,,,,,
377000,14.863948939170223,160.4,,,,,,0.9216516017913818,0.819091796875,1840,0.2,-0.4070317666977644,0.0003,2.567434,0.2936205267906189,0.8004672229290009,7.7825701899826525,0.04422978173824958
378000,-7.6499121316235685,172.8,,,,,,,,,,,,,,,,
378880,,,185,29,12860,4.5326149,170.78,,,,,,,,,,,
379000,12.580040226526762,161.0,,,,,,0.9528302550315857,0.818603515625,1850,0.2,-0.3917833883315325,0.0003,2.78725,0.29287779331207275,0.6852597296237946,12.554118468798697,0.05001826336374506
380000,5.935737569320918,161.0,,,,,,,,,,,,,,,,
380928,,,186,29,12928,7.56583415,170.5,,,,,,,,,,,
381000,6.705380418984714,158.8,,,,,,0.30264902114868164,0.825634765625,1860,0.2,-0.3903167724609375,0.0003,1.8644264,0.2898081839084625,0.6592723429203033,7.38262956738472,0.04162691431993153
382000,8.77487806233039,160.0,,,,,,,,,,,,,,,,
382976,,,187,29,12997,7.998762089999999,166.26,,,,,,,,,,,
383000,15.386222414652002,160.6,,,,,,0.4786321222782135,0.788525390625,1870,0.2,-0.36086341440677644,0.0003,1.7018554,0.2857345938682556,0.6842205822467804,6.951956035010516,0.03211494523275178
384000,16.124417762079975,158.2,,,,,,,,,,,,,,,,
385000,12.185748467892699,158.8,,,,,,,,,,,,,,,,
385024,,,188,29,13079,9.251483729999999,166.64,,,,,,,,,,,
386000,-1.278262330196594,160.2,,,,,,0.9819027185440063,0.7951171875,1880,0.2,-0.3340736746788025,0.0003,2.7793596,0.2814413905143738,0.6620369851589203,7.927950233779848,0.020652014049119316
387000,11.912916106595366,159.6,,,,,,,,,,,,,,,,
387072,,,189,29,13145,7.38554908,167.15,,,,,,,,,,,
388000,6.549456390371779,161.0,,,,,,0.4084862470626831,0.8072265625,1890,0.2,-0.29577713198959826,0.0003,2.5682433,0.2759411334991455,0.7746525555849075,9.115104710310698,0.014128362035262399
389000,-2.9239913377852647,161.0,,,,,,,,,,,,,,,,
389120,,,190,29,13212,10.140850000000002,168.21,,,,,,,,,,,
390000,9.871011299411474,161.0,,,,,,0.7542678713798523,0.847216796875,1900,0.2,-0.27748025506734847,0.0003,2.8626895,0.27464064955711365,0.5981655120849609,6.3856206722557545,0.07058920995041262
391000,20.197332437570005,161.0,,,,,,,,,,,,,,,,
391168,,,191,29,13280,9.23474536,169.82,,,,,,,,,,,
392000,26.26348440884103,140.2,,,,,,1.0537316799163818,0.8326171875,1910,0.2,-0.25282512828707693,0.0003,3.8470583,0.26978760957717896,0.632139652967453,7.309676524344832,0.03979588880465599
393000,11.482947737302311,156.6,,,,,,,,,,,,,,,,
393216,,,192,29,13346,11.856370300000002,168.42,,,,,,,,,,,
394000,-1.9662329061917263,151.8,,,,,,0.5092229247093201,0.8021484375,1920,0.2,-0.20238639153540133,0.0003,3.1672773,0.2623198628425598,0.7137514352798462,6.103440773300827,0.017712924018269405
395000,30.060321779397782,138.0,,,,,,,,,,,,,,,,
395264,,,193,29,13413,13.730841550000001,166.62,,,,,,,,,,,
396000,15.234661269193747,163.2,,,,,,0.7973244190216064,0.814404296875,1930,0.2,-0.16727719232439994,0.0003,2.7051349,0.25967031717300415,0.7794383466243744,6.9210050502792,0.035019101269426756
397000,25.599012314453283,151.6,,,,,,,,,,,,,,,,
397312,,,194,29,13482,14.187149969999998,167.3,,,,,,,,,,,
398000,12.288218952073658,150.0,,,,,,1.9152051210403442,0.818212890625,1940,0.2,-0.14495843425393104,0.0003,2.2292075,0.25662654638290405,0.6324368417263031,7.941405339352786,0.033806771574018055
399000,30.06355840868564,155.6,,,,,,,,,,,,,,,,
399360,,,195,29,13549,15.998952589999998,165.07,,,,,,,,,,,
400000,7.374824390588765,141.4,,,,,,0.6245527863502502,0.813232421875,1950,0.2,-0.11473089456558228,0.0003,2.5151114,0.2521783113479614,0.7224980294704437,7.462885526567698,0.015538863520487212
401000,24.677449125513522,160.8,,,,,,,,,,,,,,,,
401408,,,196,29,13617,18.39924623,165.47,,,,,,,,,,,
402000,5.566334571619518,145.4,,,,,,0.5388771295547485,0.78955078125,1960,0.2,-0.07823657877743244,0.0003,1.7961032,0.2478967308998108,0.7814431637525558,8.922639161348343,6.125218060333281e-05
403000,29.025446265598294,132.4,,,,,,,,,,,,,,,,
403456,,,197,29,13685,22.896948399999996,161.93,,,,,,,,,,,
404000,27.649428952503513,138.6,,,,,,1.4094672203063965,0.799169921875,1970,0.2,-0.049931392446160315,0.0003,2.733996,0.24533770978450775,0.7911717742681503,10.471953581646085,0.025346325084683485
405000,17.52144552478494,128.0,,,,,,,,,,,,,,,,
405504,,,198,29,13750,23.048560560000006,159.87,,,,,,,,,,,
406000,14.093161311089352,154.2,,,,,,0.9498895406723022,0.817822265625,1980,0.2,-0.033226640149950984,0.0003,2.031086,0.24314998090267181,0.752484068274498,8.137985224463046,0.036214854422723874
407000,26.81344867183652,139.2,,,,,,,,,,,,,,,,
407552,,,199,29,13817,24.739513739999996,160.05,,,,,,,,,,,
408000,-9.99191735958666,161.0,,,,,,0.6697719693183899,0.829541015625,1990,0.2,-0.023378530889749526,0.0003,2.8036242,0.24183626472949982,0.6998088359832764,6.357257975358516,0.0477510081793298
409000,24.861321600146766,158.0,,,,,,,,,,,,,,,,
409600,,,200,29,13885,25.63908338,159.44,,,,,,,,,,,
410000,18.852852944215556,174.8,,,,,,0.5360382199287415,0.821484375,2000,0.2,-0.008464087918400764,0.0003,2.514542,0.24066162109375,0.7730638533830643,6.021731948945671,0.06429487538116518
411000,25.871899410755578,164.0,,,,,,,,,,,,,,,,
411648,,,201,29,13952,22.865883089999997,162.77,,,,,,,,,,,
412000,15.077980337160989,155.0,,,,,,0.7886846661567688,0.821533203125,2010,0.2,0.006965203955769539,0.0003,2.913575,0.23947536945343018,0.8034836500883102,9.740173716843127,0.03804611302621197
413000,2.595298112802266,177.4,,,,,,,,,,,,,,,,
413696,,,202,29,14021,22.478334359999995,162.79,,,,,,,,,,,
414000,2.3466864394016738,185.0,,,,,,0.3048071265220642,0.82783203125,2020,0.2,0.012089674547314643,0.0003,3.2201252,0.23818179965019226,0.7811147719621658,5.271447028312832,0.05354355212184601
415000,12.391192592992592,154.2,,,,,,,,,,,,,,,,
415744,,,203,29,14091,20.571971400000002,163.6,,,,,,,,,,,
416000,12.609604879967083,133.0,,,,,,0.6838646531105042,0.81689453125,2030,0.2,0.02117532193660736,0.0003,2.0432897,0.2359444946050644,0.7131610810756683,5.920870719663799,0.0316961778094992
417000,2.306922261872387,161.2,,,,,,,,,,,,,,,,
417792,,,204,29,14157,16.70245311,163.13,,,,,,,,,,,
418000,11.823411466279504,154.8,,,,,,0.41899722814559937,0.813671875,2040,0.2,0.05128922015428543,0.0003,2.9806137,0.23238280415534973,0.8644014149904251,6.157559177838266,0.032012135520926674
419000,-28.11892451519816,187.8,,,,,,,,,,,,,,,,
419840,,,205,29,14225,14.382086270000002,166.72,,,,,,,,,,,
420000,-28.506066602943612,170.6,,,,,,0.8995363712310791,0.816845703125,2050,0.2,0.08176918402314186,0.0003,2.6188242,0.22827526926994324,0.8297017067670822,6.338837946765125,0.027907205614610575
421000,1.5918624941143207,158.8,,,,,,,,,,,,,,,,
421888,,,206,29,14295,13.372133369999998,167.08,,,,,,,,,,,
422000,-0.21260620533212204,147.0,,,,,,0.3236141502857208,0.834423828125,2060,0.2,0.11080186180770397,0.0003,3.382391,0.22780665755271912,0.835474967956543,6.882097858656198,0.08266459534643218
423000,-11.944187049739412,171.0,,,,,,,,,,,,,,,,
423936,,,207,29,14361,10.062415370000002,168.6,,,,,,,,,,,
424000,16.209240254099132,164.0,,,,,,0.36155882477760315,0.8369140625,2070,0.2,0.11374230720102788,0.0003,2.8922527,0.22732117772102356,0.838283583521843,6.633288814127445,0.05165598293824587
425000,10.829856743482377,152.0,,,,,,,,,,,,,,,,
425984,,,208,29,14429,6.785372749999999,167.62,,,,,,,,,,,
426000,8.810031992106815,174.4,,,,,,0.5645003914833069,0.821533203125,2080,0.2,0.10508378557860851,0.0003,2.20322,0.22700390219688416,0.6919015347957611,5.133547168038786,0.03872074383689324
427000,1.3805290247764788,160.0,,,,,,,,,,,,,,,,
428000,-5.076256079967425,147.8,,,,,,,,,,,,,,,,
428032,,,209,29,14513,6.5885169800000005,163.46,,,,,,,,,,,
429000,9.705886086377722,162.8,,,,,,1.3236397504806519,0.84072265625,2090,0.2,0.1318046808242798,0.0003,3.337414,0.22276738286018372,0.7030066251754761,4.44690860779956,0.049263967064325696
430000,-6.975754768723709,171.2,,,,,,,,,,,,,,,,
430080,,,210,29,14583,3.37011646,163.85,,,,,,,,,,,
431000,-0.9484790226473706,139.8,,,,,,1.2897735834121704,0.836083984375,2100,0.2,0.17512146569788456,0.0003,3.480321,0.21600598096847534,0.8107793033123016,4.71313063185662,0.019266964352573267
432000,0.9093971574773605,153.2,,,,,,,,,,,,,,,,
432128,,,211,29,14649,3.0668921000000005,164.93,,,,,,,,,,,
433000,10.138441029027309,168.4,,,,,,0.21942362189292908,0.82001953125,2110,0.2,0.22575835697352886,0.0003,2.5118911,0.21260163187980652,0.7103185951709747,3.3327292202971877,0.03401563049701508
434000,10.469197203701333,160.0,,,,,,,,,,,,,,,,
434176,,,212,29,14717,4.7685517299999995,166.49,,,,,,,,,,,
435000,7.632578586493764,156.2,,,,,,0.25947344303131104,0.817529296875,2120,0.2,0.2600517239421606,0.0003,2.399294,0.20870888233184814,0.7458435893058777,2.6217337739653885,0.02270834603405092
436000,0.6370025225405698,153.6,,,,,,,,,,,,,,,,
436224,,,213,29,14785,5.46067999,163.84,,,,,,,,,,,
437000,13.876689674491354,159.6,,,,,,0.2795144319534302,0.789794921875,2130,0.2,0.3057795327156782,0.0003,7.482709,0.20343047380447388,0.7481156289577484,3.53553421497345,0.0027709469926776365
438000,10.583450598246419,167.2,,,,,,,,,,,,,,,,
438272,,,214,29,14853,4.891782859999999,164.53,,,,,,,,,,,
439000,0.16663392864647902,153.2,,,,,,0.20921966433525085,0.827490234375,2140,0.2,0.3447086978703737,0.0003,2.67595,0.2009383738040924,0.7068113386631012,2.294967484800145,0.02223161912697833
440000,10.151224975891092,165.4,,,,,,,,,,,,,,,,
440320,,,215,29,14921,6.718729229999999,163.51,,,,,,,,,,,
441000,4.855941507132957,160.4,,,,,,0.15187984704971313,0.833935546875,2150,0.2,0.3496300604194403,0.0003,2.3613043,0.20078451931476593,0.6398831307888031,3.0910132608842105,0.0845778296730714
442000,11.291645283549588,160.6,,,,,,,,,,,,,,,,
442368,,,216,29,14990,7.3961386199999986,163.99,,,,,,,,,,,
443000,7.708391700345237,149.8,,,,,,0.3334227502346039,0.810986328125,2160,0.2,0.3679390478879213,0.0003,2.0780635,0.19858767092227936,0.5975015759468079,2.042558335280046,0.013405592925846577
444000,4.937049648291577,164.8,,,,,,,,,,,,,,,,
444416,,,217,29,15058,7.665326699999998,164.34,,,,,,,,,,,
445000,3.5102142194809858,147.2,,,,,,0.18962796032428741,0.811474609375,2170,0.2,0.4036042407155037,0.0003,2.2053595,0.1936822235584259,0.7509438693523407,2.2198839699383823,0.011917360496590845
446000,-0.7927609797756304,169.2,,,,,,,,,,,,,,,,
446464,,,218,29,15125,8.454128489999999,164.78,,,,,,,,,,,
447000,9.83326818892092,159.2,,,,,,0.10702808201313019,0.792333984375,2180,0.2,0.46796623803675175,0.0003,1.965771,0.1870829164981842,0.7253330945968628,2.030092862714082,0.003461332654114813
448000,6.838805455148394,160.4,,,,,,,,,,,,,,,,
448512,,,219,29,15193,8.57502743,165.88,,,,,,,,,,,
449000,-0.5826468516992463,160.4,,,,,,0.1378449648618698,0.796923828125,2190,0.2,0.5295268777757883,0.0003,2.9162729,0.1819837987422943,0.7575020045042038,1.9816505312919617,0.014530736935557797
450000,-2.656226495988085,144.0,,,,,,,,,,,,,,,,
450560,,,220,29,15261,6.47985508,163.22,,,,,,,,,,,
451000,6.096298289045808,160.2,,,,,,0.12855736911296844,0.816845703125,2200,0.2,0.5778632324188948,0.0003,2.9949517,0.17852437496185303,0.8055083751678467,1.8844518166268245,0.04145713382749818
452000,7.973481997388444,165.6,,,,,,,,,,,,,,,,
452608,,,221,29,15331,5.78742892,163.22,,,,,,,,,,,
453000,11.337089102929166,166.4,,,,,,0.1031532734632492,0.80341796875,2210,0.2,0.6274712525308133,0.0003,2.7852588,0.17357558012008667,0.8133687674999237,1.950457098800689,0.012040595716098324
454000,1.4645326624333392,147.2,,,,,,,,,,,,,,,,
454656,,,222,29,15399,4.41717224,163.05,,,,,,,,,,,
455000,4.559091847691161,166.0,,,,,,0.09459105879068375,0.81259765625,2220,0.2,0.6639282569289208,0.0003,3.2659802,0.172285258769989,0.8404476791620255,2.112885821191594,0.0392798525019316
456000,8.05207131198913,152.4,,,,,,,,,,,,,,,,
456704,,,223,29,15469,3.7067431200000005,160.4,,,,,,,,,,,
457000,4.3546507350940376,178.8,,,,,,0.12123256176710129,0.81953125,2230,0.2,0.6891504153609276,0.0003,3.4593663,0.16876068711280823,0.8350861221551895,1.9456427397206426,0.02067138231068384
458000,1.4952273713461182,168.8,,,,,,,,,,,,,,,,
458752,,,224,29,15538,2.93976137,161.52,,,,,,,,,,,
459000,8.281305404473823,171.2,,,,,,0.10403253138065338,0.819580078125,2240,0.2,0.7208891306072474,0.0003,2.4037123,0.16711139678955078,0.7749072164297104,2.597541824169457,0.03603689883020707
460000,-35.07877187865815,157.2,,,,,,,,,,,,,,,,
460800,,,225,29,15606,2.7581433800000004,162.27,,,,,,,,,,,
461000,-18.580842267684783,164.6,,,,,,0.2209988236427307,0.859326171875,2250,0.2,0.7302246309816838,0.0003,3.3340268,0.16760872304439545,0.6810938119888306,1.8501338514499366,0.059273499212577005
462000,6.9083140634269515,160.8,,,,,,,,,,,,,,,,
462848,,,226,29,15676,2.5486134399999996,162.04,,,,,,,,,,,
463000,-6.426935311027046,161.0,,,,,,0.14899569749832153,0.8404296875,2260,0.2,0.7422085698693991,0.0003,2.902793,0.1649746596813202,0.747340738773346,2.111126113124192,0.02427060108457226
464000,-1.9957106912901508,161.0,,,,,,,,,,,,,,,,
464896,,,227,29,15743,1.5127829099999996,161.31,,,,,,,,,,,
465000,-4.473458414091146,161.0,,,,,,0.036518074572086334,0.833935546875,2270,0.2,0.7730543114244938,0.0003,2.9620574,0.16233105957508087,0.7439059615135193,1.3883328481344506,0.035171638362226074
466000,-3.6868986889858206,161.0,,,,,,,,,,,,,,,,
466944,,,228,29,15810,1.1285611,162.44,,,,,,,,,,,
467000,-6.688722794975911,161.0,,,,,,-0.0010759904980659485,0.8396484375,2280,0.2,0.7983491066843271,0.0003,3.4857192,0.16021035611629486,0.7225468158721924,0.5866957249585539,0.01980102673987858
468000,-5.322456756110478,161.0,,,,,,,,,,,,,,,,
468992,,,229,29,15878,0.26395537000000013,163.58,,,,,,,,,,,
469000,-5.945107780905528,161.0,,,,,,-0.04245816171169281,0.7943359375,2290,0.2,0.8586985919624567,0.0003,2.3101473,0.1536380797624588,0.8513699620962143,0.448274070257321,-0.01258725890511414
470000,-7.13182386522094,161.0,,,,,,,,,,,,,,,,
471000,-7.743754568622535,161.0,,,,,,,,,,,,,,,,
471040,,,230,29,15962,-0.5672166900000001,163.11,,,,,,,,,,,
472000,-5.603395528053807,161.0,,,,,,0.08827555179595947,0.79296875,2300,0.2,0.9091265480965376,0.0003,1.4536858,0.15168397128582,0.852625235915184,0.4677214019931853,0.01934018783213105
473000,-5.723854857953119,161.0,,,,,,,,,,,,,,,,
473088,,,231,29,16029,-1.4225909700000003,164.44,,,,,,,,,,,
474000,-6.7255679092937495,161.0,,,,,,-0.017574355006217957,0.768505859375,2310,0.2,0.9383256990462542,0.0003,1.3740318,0.14994822442531586,0.8974567428231239,0.29832366313785313,0.014211800822522491
475000,-4.542190018967813,161.0,,,,,,,,,,,,,,,,
475136,,,232,29,16096,-2.56123191,164.49,,,,,,,,,,,
476000,-5.767273229255807,161.0,,,,,,0.015605829656124115,0.7763671875,2320,0.2,0.9641655515879393,0.0003,1.091282,0.14766433835029602,0.8842622488737106,0.35913190922001376,0.0009437305037863552
477000,-6.503484756930265,161.2,,,,,,,,,,,,,,,,
477184,,,233,29,16164,-3.9288609599999997,165.17,,,,,,,,,,,
478000,-5.334443060679769,161.0,,,,,,0.045757956802845,0.755615234375,2330,0.2,1.0065550327301025,0.0003,1.2543833,0.1444776952266693,0.8927572965621948,0.41578073621494693,-0.0019642984174424783
479000,-6.93459491962858,161.0,,,,,,,,,,,,,,,,
479232,,,234,29,16233,-4.466530430000001,163.31,,,,,,,,,,,
480000,-7.933779538693488,161.0,,,,,,-0.07583925127983093,0.77568359375,2340,0.2,1.045738273486495,0.0003,2.6047783,0.14215323328971863,0.9097470641136169,0.31301105256425216,0.005500347475754097
481000,-6.508359098653818,161.0,,,,,,,,,,,,,,,,
481280,,,235,29,16300,-5.12504392,163.56,,,,,,,,,,,
482000,-4.762394318301813,161.0,,,,,,0.04667668044567108,0.768212890625,2350,0.2,1.084237977862358,0.0003,2.1454723,0.1382898986339569,0.822631910443306,0.5369897522265091,-0.015463004780758637
483000,-5.40077744005539,161.2,,,,,,,,,,,,,,,,
483328,,,236,29,16369,-5.7427112099999995,163.77,,,,,,,,,,,
484000,-6.6667724444138,161.2,,,,,,-0.038219913840293884,0.7890625,2360,0.2,1.1324271224439144,0.0003,1.6170341,0.13528135418891907,0.8468595445156097,0.4855683548026718,0.02015668484091293
485000,-7.4344766851849275,161.0,,,,,,,,,,,,,,,,
485376,,,237,29,16437,-6.16073666,163.29,,,,,,,,,,,
486000,-7.596358096862969,161.0,,,,,,0.0014452040195465088,0.774365234375,2370,0.2,1.1705187994986772,0.0003,1.696295,0.1335608959197998,0.8414341807365417,0.5994271049974487,-0.0012932798301335425
487000,-7.567005194492959,161.0,,,,,,,,,,,,,,,,
487424,,,238,29,16504,-6.247061229999999,163.55,,,,,,,,,,,
488000,-6.873542449056549,160.8,,,,,,-0.002871241420507431,0.808984375,2380,0.2,1.1822425592690706,0.0003,1.515745,0.13263851404190063,0.889209195971489,0.3830859830486588,0.016625893142190762
489000,-6.336836231983762,161.0,,,,,,,,,,,,,,,,
489472,,,239,29,16571,-6.5685720100000005,163.57,,,,,,,,,,,
490000,-6.304049027585279,161.0,,,,,,-0.052490077912807465,0.76806640625,2390,0.2,1.209038047119975,0.0003,1.2027953,0.1298431009054184,0.8887800648808479,0.3789150925935246,-0.013207177526783197
491000,-2.6065067604842627,161.0,,,,,,,,,,,,,,,,
491520,,,240,29,16640,-6.68999085,163.47,,,,,,,,,,,
492000,-5.026118521403987,160.8,,,,,,-0.025711923837661743,0.777734375,2400,0.2,1.2538596644997597,0.0003,1.0884156,0.12705090641975403,0.8506224453449249,0.43163260447327045,-0.014969548885710537
493000,-6.589820082622464,161.0,,,,,,,,,,,,,,,,
493568,,,241,29,16707,-6.8860110500000005,163.22,,,,,,,,,,,
494000,-3.893273005160154,161.0,,,,,,0.0013116300106048584,0.797607421875,2410,0.2,1.2909429784864188,0.0003,1.6279936,0.12542161345481873,0.8881413713097572,0.3727519752457738,0.020566145289922132
495000,-6.839016635867301,160.8,,,,,,,,,,,,,,,,
495616,,,242,29,16774,-7.143685959999999,165.16,,,,,,,,,,,
496000,-5.7892667177664405,161.0,,,,,,-0.02421993389725685,0.787841796875,2420,0.2,1.3179827861487865,0.0003,1.8444752,0.12433822453022003,0.8885863795876503,0.3336774620576762,0.015484198927879333
497000,-4.867587630427442,161.0,,,,,,,,,,,,,,,,
497664,,,243,29,16842,-7.0452636900000005,164.83,,,,,,,,,,,
498000,-6.7556529482833865,161.0,,,,,,0.028097039088606834,0.770849609375,2430,0.2,1.33390055000782,0.0003,1.7835823,0.1221785768866539,0.870209813117981,0.3364497074275278,0.007320107863051817
499000,-5.644457601162867,161.0,,,,,,,,,,,,,,,,
499712,,,244,29,16910,-6.86446024,163.22,,,,,,,,,,,
500000,-4.344048287472106,161.0,,,,,,-0.04705089330673218,0.77177734375,2440,0.2,1.3757089614868163,0.0003,1.3477318,0.12012336403131485,0.9146492183208466,0.2395466564805247,-0.009717652248218656
501000,-7.382593135531351,160.8,,,,,,,,,,,,,,,,
501760,,,245,29,16978,-6.83732312,164.83,,,,,,,,,,,
502000,-7.420133594817162,161.0,,,,,,0.010642088949680328,0.774658203125,2450,0.2,1.4130727969110013,0.0003,1.4228783,0.11730152368545532,0.9017573371529579,0.2717802807106636,-0.007881669577909634
503000,-4.594218567274948,161.2,,,,,,,,,,,,,,,,
503808,,,246,29,17046,-6.800473740000001,164.82,,,,,,,,,,,
