train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/ent_coef_loss,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_ep_length,eval/mean_reward
0.298525333404541,127.82,402529,9,1.683404564857483,402426,0.1874874383211136,3620,-86.26466369628906,221.32309794000005,20457,0.0003,,
0.29917237162590027,128.19,402794,9,1.6614867448806763,402691,0.1528564840555191,3624,-83.9119644165039,222.1148517,20470,0.0003,,
0.2968365550041199,,403000,,1.589758276939392,402897,-0.12469913065433502,,-82.74763488769531,,,0.0003,1422.6,2822.55354164928
0.296016663312912,134.66,403767,9,1.5430999994277954,403664,0.021523140370845795,3628,-88.22183990478516,234.72458972,20583,0.0003,,
0.2951905429363251,,404000,,1.7867825031280518,403897,0.037815481424331665,,-88.20489501953125,,,0.0003,1871.4,3683.909375637659
0.296980619430542,136.7,404319,8,1.5079795122146606,404216,-0.24158690869808197,3632,-89.2047119140625,239.03465803999998,20706,0.0003,,
0.29696473479270935,136.8,404923,9,1.5004829168319702,404820,0.22686618566513062,3636,-86.89004516601562,238.73343218,20729,0.0003,,
0.29697680473327637,,405000,,1.5644596815109253,404897,0.017761943861842155,,-88.47957611083984,,,0.0003,1705.0,3167.8598688865122
0.2950097620487213,138.42,405387,8,1.6481167078018188,405284,-0.1476103514432907,3640,-87.05429077148438,241.7818674,20841,0.0003,,
0.29656389355659485,135.5,405771,9,1.5802760124206543,405668,-0.19521738588809967,3644,-85.94806671142578,236.47487745999996,20857,0.0003,,
0.2968558073043823,134.37,405996,9,1.5840307474136353,405893,-0.11148130893707275,3648,-89.10443115234375,234.31827902999999,20869,0.0003,,
0.2967890202999115,,406000,,1.5642682313919067,405897,0.04106727987527847,,-87.87266540527344,,,0.0003,663.0,1242.1962490817727
0.2975444793701172,136.95,406654,9,1.5799227952957153,406551,0.017011862248182297,3652,-86.15101623535156,239.42172246,20935,0.0003,,
0.2988402545452118,,407000,,1.4696013927459717,406897,-0.0758574828505516,,-85.95252227783203,,,0.0003,1345.8,2733.2346370743203
0.29877233505249023,136.79,407090,8,1.637519359588623,406987,-0.043651383370161057,3656,-85.43092346191406,239.52072007000004,21027,0.0003,,
0.2964008152484894,136.55,407585,9,1.5562649965286255,407482,0.14819979667663574,3660,-86.36241149902344,239.78875770999994,21048,0.0003,,
0.29746386408805847,135.69,407927,9,1.5892739295959473,407824,-0.027878448367118835,3664,-86.55459594726562,238.34123789,21063,0.0003,,
0.29678595066070557,,408000,,1.5382555723190308,407897,-0.1214166209101677,,-89.89933776855469,,,0.0003,1879.8,3920.3219678424553
0.294603168964386,133.4,408455,8,1.5769646167755127,408352,0.29189926385879517,3668,-90.81144714355469,235.14625456000002,21186,0.0003,,
0.2945672273635864,133.38,408788,8,1.6209237575531006,408685,-0.16010457277297974,3672,-83.76350402832031,235.26013518,21201,0.0003,,
0.2956751883029938,,409000,,1.524914026260376,408897,0.0692589282989502,,-84.67338562011719,,,0.0003,884.2,1861.0670566451088
0.2959907054901123,126.87,409154,8,1.6047484874725342,409051,0.28592491149902344,3676,-88.26937866210938,222.75733277999998,21268,0.0003,,
0.29296237230300903,128.45,409932,9,1.5716497898101807,409829,0.007793210446834564,3680,-87.2084732055664,225.86806228,21297,0.0003,,
0.29206863045692444,,410000,,1.6415079832077026,409897,0.05978906527161598,,-85.87494659423828,,,0.0003,1195.2,2330.5386301753724
0.2923611104488373,128.05,410237,8,1.6121940612792969,410134,-0.047885775566101074,3684,-86.84402465820312,225.2135772,21378,0.0003,,
0.29069504141807556,127.15,410767,9,1.6644253730773926,410664,0.025819793343544006,3688,-87.55389404296875,223.82922933,21399,0.0003,,
0.29115092754364014,,411000,,1.6753721237182617,410897,0.08317600190639496,,-87.76666259765625,,,0.0003,2089.4,4204.7670658599145
0.28930339217185974,124.96,411115,8,1.6602802276611328,411012,0.33962899446487427,3692,-85.91217041015625,219.81602362,21527,0.0003,,
0.29251402616500854,125.51,411720,8,1.5084447860717773,411617,0.0036300569772720337,3696,-86.01606750488281,221.24743908,21550,0.0003,,
0.2902979552745819,,412000,,1.5538330078125,411897,-0.03757864981889725,,-85.21854400634766,,,0.0003,1243.2,2538.488195887475
0.29180142283439636,123.52,412202,8,1.63662850856781,412099,0.13646602630615234,3700,-87.18740844726562,216.8614447,21640,0.0003,,
0.2953864634037018,123.46,412635,8,1.7150756120681763,412532,-0.1559889018535614,3704,-85.30054473876953,217.47611499,21658,0.0003,,
0.29175859689712524,120.57,412956,8,1.7322577238082886,412853,-0.010803081095218658,3708,-86.11068725585938,212.22949082000005,21673,0.0003,,
0.29110756516456604,,413000,,1.6036661863327026,412897,-0.09982268512248993,,-85.87995147705078,,,0.0003,1013.2,2044.944309959493
0.2938072383403778,125.4,413969,9,1.6468018293380737,413866,0.48178040981292725,3712,-87.22481536865234,221.30582633999998,21767,0.0003,,
0.29384133219718933,,414000,,1.6057085990905762,413897,-0.16904579102993011,,-85.30366516113281,,,0.0003,1896.4,3934.6892123980206
0.29136383533477783,125.1,414314,8,1.6135103702545166,414211,0.10551316291093826,3716,-84.7642593383789,220.22705199999996,21884,0.0003,,
0.2899015545845032,121.36,414665,8,1.656869888305664,414562,-0.14453333616256714,3720,-82.32539367675781,213.18020589,21900,0.0003,,
0.28908422589302063,,415000,,1.6088910102844238,414897,-0.12274818122386932,,-84.35599517822266,,,0.0003,1588.6,3075.5486574818387
0.28891482949256897,125.14,415308,8,1.5208193063735962,415205,-0.20335474610328674,3724,-83.09140014648438,220.21160592,22011,0.0003,,
0.29032158851623535,117.49,415516,8,1.5361934900283813,415413,0.01130080595612526,3728,-87.52880096435547,205.19676103999998,22022,0.0003,,
0.28816741704940796,,416000,,1.6260335445404053,415897,-0.0742226243019104,,-84.48330688476562,,,0.0003,942.8,1767.0011680379262
0.2861141264438629,117.69,416088,8,1.486571192741394,415985,0.01025368645787239,3732,-85.78984069824219,204.74553037,22099,0.0003,,
0.2880096435546875,116.54,416577,8,1.4913392066955566,416474,-0.09284725785255432,3736,-87.25433349609375,202.94954744000003,22119,0.0003,,
0.28807333111763,115.8,416967,8,1.5079212188720703,416864,0.1128154844045639,3740,-84.78521728515625,201.55250679,22136,0.0003,,
0.28723984956741333,,417000,,1.592689871788025,416897,0.1431143432855606,,-84.22904205322266,,,0.0003,1063.4,2079.771237834734
0.28561121225357056,115.09,417280,8,1.6163289546966553,417177,0.24957440793514252,3744,-88.67284393310547,200.38328424000002,22211,0.0003,,
0.2855645418167114,118.09,417805,8,1.7685848474502563,417702,0.30072933435440063,3748,-83.9631576538086,206.09854337999997,22232,0.0003,,
0.28089597821235657,,418000,,1.7050622701644897,417897,-0.03329850733280182,,-87.23573303222656,,,0.0003,1957.8,4002.3714071769114
0.2847355306148529,120.37,418691,8,1.5390812158584595,418588,-0.07964713871479034,3752,-87.94155883789062,209.99027904,22369,0.0003,,
0.2855198383331299,,419000,,1.6021682024002075,418897,0.17995762825012207,,-83.95800018310547,,,0.0003,730.6,1383.9578513752494
0.2828083038330078,123.12,419402,8,1.561428189277649,419299,0.17626775801181793,3756,-86.37925720214844,215.14801717000003,22439,0.0003,,
0.2861243486404419,122.44,419829,8,1.6924039125442505,419726,0.1943538784980774,3760,-84.87132263183594,213.58864617000006,22458,0.0003,,
0.28481271862983704,,420000,,1.5673314332962036,419897,0.046293966472148895,,-86.09248352050781,,,0.0003,1979.8,4251.39180005061
0.28471142053604126,121.4,420067,8,1.6227055788040161,419964,0.1940092146396637,3764,-86.88279724121094,211.69262911000004,22576,0.0003,,
0.2860909700393677,119.34,420389,8,1.5232317447662354,420286,-0.26233798265457153,3768,-82.73092651367188,208.11816828000002,22591,0.0003,,
0.2837165296077728,,421000,,1.5769883394241333,420897,-0.2214812934398651,,-88.11599731445312,,,0.0003,2082.0,4251.9292906227
0.28038889169692993,125.05,421293,8,1.6054596900939941,421190,0.3622997999191284,3772,-87.24382781982422,219.12311665999997,22735,0.0003,,
0.28408679366111755,124.19,421573,8,1.5930182933807373,421470,-0.00968940183520317,3776,-86.17559814453125,217.95675017000002,22749,0.0003,,
0.2815163731575012,,422000,,1.6092581748962402,421897,0.1048065796494484,,-84.91371154785156,,,0.0003,1111.0,2279.3123708413596
0.28189823031425476,122.91,422223,8,2.0102272033691406,422120,-0.08050516247749329,3780,-85.8250732421875,215.58062964999996,22836,0.0003,,
0.2821139991283417,122.53,422490,8,1.651997447013855,422387,-0.13530614972114563,3784,-82.71942138671875,215.10194481000002,22849,0.0003,,
0.28243282437324524,121.55,422922,8,1.6477560997009277,422819,0.26300710439682007,3788,-86.69790649414062,213.18247826000007,22867,0.0003,,
0.28124764561653137,,423000,,1.6135808229446411,422897,0.3562730550765991,,-87.59038543701172,,,0.0003,1828.8,3684.136943315455
0.2800065875053406,123.21,423436,8,1.6828042268753052,423333,0.06506697833538055,3792,-85.34935760498047,215.89523660000003,22987,0.0003,,
0.28355276584625244,,424000,,1.6132779121398926,423897,0.3124764561653137,,-86.523193359375,,,0.0003,1769.0,3771.1968061531306
0.2852855920791626,123.46,424066,8,1.5748146772384644,423963,-0.09184814989566803,3796,-87.72560119628906,216.0152605,23107,0.0003,,
0.285045862197876,122.24,424426,8,1.849555492401123,424323,0.3349396586418152,3800,-83.46060180664062,213.95231528,23123,0.0003,,
0.28091418743133545,122.35,424870,8,1.7061256170272827,424767,0.07779659330844879,3804,-83.91464233398438,213.97325964,23141,0.0003,,
0.2808586657047272,,425000,,1.8265130519866943,424897,-0.1319795548915863,,-86.70633697509766,,,0.0003,2373.8,4737.533148770859
0.28100690245628357,125.07,425463,8,1.816084623336792,425360,-0.32231396436691284,3808,-86.55348205566406,218.86026163999995,23291,0.0003,,
0.28224116563796997,,426000,,1.7768687009811401,425897,0.06282144784927368,,-89.48287963867188,,,0.0003,1209.4,2471.588369530561
0.28480976819992065,123.84,426353,8,1.6617408990859985,426250,-0.0424688346683979,3812,-86.76280212402344,217.41451037,23391,0.0003,,
0.2814011871814728,122.71,426585,8,1.4997185468673706,426482,-0.030156895518302917,3816,-83.90934753417969,215.52886460000002,23402,0.0003,,
0.28379106521606445,,427000,,1.55854070186615,426897,-0.11143241822719574,,-87.27935028076172,,,0.0003,561.4,1102.8479835701473
0.2843034267425537,123.69,427034,8,1.5270992517471313,426931,0.09241532534360886,3820,-88.32291412353516,217.46301504999997,23457,0.0003,,
0.28478971123695374,121.01,427409,8,1.6987910270690918,427306,-0.18691283464431763,3824,-88.09440612792969,212.56382886,23473,0.0003,,
0.28284940123558044,121.84,427700,8,1.5708521604537964,427597,-0.13988398015499115,3828,-84.40837097167969,214.39470437999992,23487,0.0003,,
0.28332892060279846,,428000,,1.6983624696731567,427897,0.005163881927728653,,-85.42758178710938,,,0.0003,2127.4,4449.502604428533
0.2826330363750458,119.7,428058,8,1.449745535850525,427955,0.10200608521699905,3832,-86.29813385009766,210.75226960000006,23617,0.0003,,
0.2862507998943329,120.75,428652,8,1.73246431350708,428549,-0.009991459548473358,3836,-86.39651489257812,213.10951085999997,23640,0.0003,,
0.28617042303085327,,429000,,1.7733107805252075,428897,0.07322729378938675,,-87.41099548339844,,,0.0003,2166.4,4556.413380486525
0.28758707642555237,122.04,429171,8,1.5685657262802124,429068,0.03490307927131653,3840,-87.09584045410156,215.58777455999999,23776,0.0003,,
0.2847038209438324,124.58,429738,8,1.5430651903152466,429635,0.24743574857711792,3844,-87.2698974609375,220.77543693999996,23798,0.0003,,
0.2825819253921509,,430000,,1.748389720916748,429897,-0.10865293443202972,,-84.14210510253906,,,0.0003,1306.6,2640.1602130075653
0.28262829780578613,122.6,430065,8,1.7966245412826538,429962,0.47177213430404663,3848,-87.55155944824219,216.6921387,23886,0.0003,,
0.2861103415489197,117.39,430430,8,1.7281126976013184,430327,-0.10046232491731644,3852,-85.64936828613281,206.90812821999995,23902,0.0003,,
0.28788042068481445,113.58,430760,8,1.6133594512939453,430657,0.02101539634168148,3856,-86.1629867553711,199.89761358000004,23917,0.0003,,
0.2860359847545624,,431000,,1.675863265991211,430897,0.17571458220481873,,-84.19366455078125,,,0.0003,958.0,2028.6956723430026
0.28601497411727905,112.37,431066,8,1.683347463607788,430963,-0.05747176706790924,3860,-85.33221435546875,197.33368615999998,23986,0.0003,,
0.28424331545829773,113.7,431437,8,1.703028917312622,431334,0.06510674953460693,3864,-85.4892578125,199.9407265,24002,0.0003,,
